,序号,ID,姓名,所属公司ID,所属公司,基金ID,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
112,113,30292456,程敏,80365985,北信瑞丰,"004352,007808,013242","北信瑞丰研究精选,北信瑞丰量化优选灵活配置,北信瑞丰优势行业股票",1506,1.5,47.3
113,114,30725820,陈蒙,80147736,西部利得基金,"011832,011833,014418,014419,673141,673143","西部利得人工智能主题指数增强A,西部利得人工智能主题指数增强C,西部利得CES芯片指数增强A,西部利得CES芯片指数增强C,西部利得景程混合A,西部利得景程混合C",437,10.05,-10.75
114,115,30733596,柴明,80156777,浙商基金,"009568,009569,010148,010149","浙商智多宝稳健一年持有期A,浙商智多宝稳健一年持有期C,浙商智选经济动能混合A,浙商智选经济动能混合C",134,9.35,-4.58
115,116,30040164,曹名长,80065113,中欧基金,"001810,001882,001891,004232,005764,166005,166020,166024","中欧潜力价值灵活配置混合A,中欧价值发现混合E,中欧成长优选混合E,中欧价值发现混合C,中欧潜力价值灵活配置混合C,中欧价值发现混合A,中欧成长优选混合A,中欧恒利三年定期开放混合",5617,79.65,87.28
116,117,30176879,蔡目荣,80000250,华宝基金,"005445,011068,015613,015614,240005,240022","华宝价值发现混合A,华宝资源优选混合C,华宝多策略增长C,华宝价值发现混合C,华宝多策略增长A,华宝资源优选混合A",3549,39.27,239.23
117,118,30740490,崔宁,80192219,上海光大证券资产管理,"860035,860050","光大阳光稳债中短债债券A,光大阳光稳债中短债债券C",288,18.75,2.9
118,119,30753455,崔宁,80560380,恒越基金,"014220,014221","恒越医疗健康精选混合A,恒越医疗健康精选混合C",105,1.35,-7.64
119,120,30040926,陈鹏,80163340,安信基金,"002770,002771,010033,010034","安信新回报混合A,安信新回报混合C,安信成长精选混合A,安信成长精选混合C",4857,8.59,67.64
120,121,30361543,陈平,80067635,汇丰晋信基金,"000965,011077,540010","汇丰晋信新动力混合,汇丰晋信创新先锋,汇丰晋信科技先锋股票",2481,6.31,33.07
121,122,30066239,陈鹏扬,80000226,博时基金,"000652,008966,008967,009144,009145,009857,009858,010902,010903,011527,011528,011740,011741,012218,012219,012463,012464,013410,014506,014507","博时裕隆灵活配置混合A,博时成长优选灵活配置混合A,博时成长优选灵活配置混合C,博时荣升稳健添利混合A,博时荣升稳健添利混合C,博时价值臻选持有期混合A,博时价值臻选持有期混合C,博时成长领航混合A,博时成长领航混合C,博时恒悦6个月持有混合A,博时恒悦6个月持有混合C,博时成长精选混合A,博时成长精选混合C,博时乐享混合A,博时乐享混合C,博时成长优势混合A,博时成长优势混合C,博时裕隆灵活配置混合C,博时成长臻选混合A,博时成长臻选混合C",2451,158.41,145.1
122,123,30065680,曹庆,80560391,中庚基金,012930,中庚价值先锋股票,2467,54.59,-26.81
123,124,30164217,蔡青,10000018,中信证券,"900008,900027,900077,900078,900087","中信证券稳健回报混合A,中信证券信远一年持有混合A,中信证券信远一年持有混合B,中信证券稳健回报混合C,中信证券信远一年持有混合C",1559,7.07,-15.25
124,125,30684292,陈奇,80037023,华富基金,"000767,001709,002064,012445","华富国泰民安灵活配置混合,华富物联世界灵活配置混合,华富产业升级灵活配置混合,华富新能源股票型发起式",932,8.3,53.38
125,126,30298306,陈启明,80037023,华富基金,"002064,003152,003153,009398,014024,014025,014706,014707,410003,410007","华富产业升级灵活配置混合,华富天鑫灵活配置混合A,华富天鑫灵活配置混合C,华富成长企业精选股票,华富卓越成长一年持有期混合A,华富卓越成长一年持有期混合C,华富匠心明选一年持有混合A,华富匠心明选一年持有混合C,华富成长趋势混合,华富价值增长混合",2783,47.88,249.89
126,127,30665951,蔡荣成,80000229,易方达基金,007346,易方达科技创新混合,1107,9.18,-1.97
127,128,30047073,陈若劲,80385906,红土创新基金,"006061,006064,006700,006701,009077,009078","红土创新增强收益债券A,红土创新增强收益债券C,红土创新稳健混合A,红土创新稳健混合C,红土创新稳进混合A,红土创新稳进混合C",4511,9.96,38.71
128,129,30424662,蔡若林,80067635,汇丰晋信基金,"009475,009748,013824,540001,540005,541005","汇丰晋信慧盈混合,汇丰晋信惠安纯债63个月定开债,汇丰晋信慧悦混合,汇丰晋信2016周期混合,汇丰晋信平稳增利中短债A,汇丰晋信平稳增利中短债C",2292,48.74,24.83
129,130,30698282,车日楠,80042861,东方基金,"003837,003838,006212,006213,006715,006716,009177,009178,009461,009462,012611,012612","东方臻享纯债债券A,东方臻享纯债债券C,东方臻选纯债债券A,东方臻选纯债债券C,东方永泰纯债1年A,东方永泰纯债1年C,东方永悦18个月定开债券A,东方永悦18个月定开债券C,东方臻萃3个月定开债券A,东方臻萃3个月定开债券C,东方臻善纯债债券A,东方臻善纯债债券C",740,45.78,15.57
130,131,30733031,陈茸茸,80365986,中金基金,508056,中金普洛斯REIT,337,57.72,
131,132,30047741,常松,80192219,上海光大证券资产管理,"860009,860058","光大阳光稳健增长混合A,光大阳光稳健增长混合C",2344,14.35,-6.44
132,133,30285598,曹思,80075936,中邮基金,"000966,590006","中邮核心科技创新灵活配置混合,中邮中小盘灵活配置混合",2905,3.35,35.4
133,134,30740224,陈思,80163340,安信基金,"003345,003346","安信新成长混合A,安信新成长混合C",295,6.27,-0.99
134,135,30758562,陈帅,10001043,国元证券,970124,国元元赢六个月定开债,82,,0.61
135,136,30681090,程书峰,80000239,长城基金,"001363,009829,009830","长城久惠灵活配置混合,长城优选增强六个月持有混合A,长城优选增强六个月持有混合C",986,5.81,-2.38
136,137,30065466,陈士俊,80091787,浦银安盛基金,"005865,005866,007410,007411,009374,009375,012179,012180,012302,012303,012304,012305,159810,166402,512590,515780,516720,516730,519116,519117","浦银安盛量化多策略混合A,浦银安盛量化多策略混合C,浦银安盛中证高股息ETF联接A,浦银安盛中证高股息ETF联接C,浦银安盛MSCI中国A股ETF联接A,浦银安盛MSCI中国A股ETF联接C,浦银安盛创业板ETF联接A,浦银安盛创业板ETF联接C,浦银安盛鑫福混合A,浦银安盛鑫福混合C,浦银安盛鑫锐混合A,浦银安盛鑫锐混合C,浦银安盛创业板ETF,浦银安盛沪港深基本面100,浦银安盛中证高股息ETF,浦银安盛MSCI中国A股ETF,浦银安盛中证ESG120策略ETF,浦银安盛中证证券公司30ETF,浦银安盛沪深300指数增强,浦银安盛基本面400指数",4169,21.04,86.7
137,138,30752018,陈思靖,80156175,上海国泰君安资管,"013903,952004","国泰君安信息行业混合发起,国泰君安君得明混合",137,22.37,-8.19
138,139,30176296,陈曙亮,80091787,浦银安盛基金,"007401,007402,009372,009373,009626,012167,012787,012788,014582,014583,015155,015156","浦银颐和稳健养老一年(FOF)A,浦银颐和稳健养老一年(FOF)C,浦银安盛嘉和稳健一年持有混合(FOF)A,浦银安盛嘉和稳健一年持有混合(FOF)C,浦银安盛养老2040三年持有混合(FOF),浦银安盛颐享稳健养老目标一年持有混合(FOF),浦银安盛泰和配置6个月持有混合(FOF)A,浦银安盛泰和配置6个月持有混合(FOF)C,浦银安盛兴荣稳健一年持有混合(FOF)A,浦银安盛兴荣稳健一年持有混合(FOF)C,浦银稳健回报6个月持有债(FOF)A,浦银稳健回报6个月持有债(FOF)C",2308,137.95,1.7
